epoch	loss	acc	val_loss	val_acc
73	0.23822548833337273	0.9336524024024024	0.8820775527137894	0.7770270281009846
74	0.2217883740526599	0.9384384384384384	0.8602096742695874	0.7751501496131714
75	0.23401007593215048	0.9341216216216216	0.8818420604900555	0.7819069079808645
76	0.204218163146629	0.9423798798798799	0.8821517821546789	0.782657656762693
77	0.23591825267574093	0.9315878378378378	0.9039607431079533	0.775525526599483
78	0.2021828788715798	0.9457582582582582	0.8514694161601253	0.7834084078714296
79	0.19292119234889835	0.9469782282282282	0.8593749568627045	0.7792792796372652
80	0.20491898583399282	0.941722972972973	0.8515768001029441	0.7837837828888191
81	0.19992339230693495	0.9466966966966966	0.8879081050196925	0.7834084075134438
82	0.18321726200458882	0.9504504504504504	0.8822540712428164	0.786411412306376
83	0.18208149554314199	0.9505442942942943	0.8729384967514703	0.7879129130919058
84	0.18623101398035571	0.9472597597597597	0.8940133479264405	0.7785285285285285
85	0.1862337853725966	0.9480105105105106	0.8551312636684727	0.7837837837837838
86	0.18811861812710404	0.9455705705705706	0.8782375157774389	0.7909159169898735
87	0.17703185371450475	0.9523273273273273	0.890878724264311	0.78003003003003
88	0.19505345127783022	0.941722972972973	0.8724813378966965	0.7822822817453035
89	0.16461274309738264	0.9543918918918919	0.8331965685964705	0.7946696696696697
90	0.16686925321101426	0.9527965465465466	0.8493385721255351	0.7946696702066485
91	0.17652748619113956	0.9499812312312312	0.8498383008681976	0.787912912554927
92	0.1769021717277733	0.9486674174174174	0.8372326641827375	0.7965465467255395
93	0.17846128881514609	0.9469782282282282	0.8569764783074548	0.7905405401825547
94	0.1670223105329651	0.9527965465465466	0.8664988379578691	0.788288288825267
95	0.15300574151424318	0.9573948948948949	0.8378228282069301	0.796921921563936
96	0.1678731880477957	0.9496058558558559	0.8588337386334622	0.7931681678101823
97	0.1657352124427532	0.9532657657657657	0.8633566754716294	0.7875375380745163
98	0.16346228520970446	0.9542980480480481	0.9047699239518907	0.7864114115904043
99	0.16181139115456705	0.9543918918918919	0.8642218705412146	0.7939189185609331
